Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Year,Month,Quarter,Day,Weekday,Daily Return,Cumulative Return,MACD,Signal_Line,RSI,Lag_1,Lag_2,Rolling_Mean_7,Rolling_Std_7
2002-09-24,28.478150932403526,28.478150932403526,27.30705144574247,27.61376953125,267912,0.0,0.0,2002,9,3,24,Tuesday,-0.033821720172993786,0.9354530417701483,-0.3333000475452259,0.07769493868243207,21.945571630204626,28.58040809631348,29.07298851013184,29.323949813842777,1.015534416775177
2002-09-25,26.97246231971104,28.069204954896875,26.767983533146687,27.82754898071289,379544,0.0,0.0,2002,9,3,25,Wednesday,0.007741769888423233,0.9426951039609583,-0.45210415113352553,-0.028264879280759443,24.492047352244242,27.61376953125,28.58040809631348,29.030511856079105,1.11902825473246
2002-09-26,28.403796036696548,28.710511279900185,28.06919578456015,28.264379501342773,178136,0.0,0.0,2002,9,3,26,Thursday,0.015697772050734526,0.9574933168162809,-0.5051852260754366,-0.12364894863969489,32.79492249887002,27.82754898071289,27.61376953125,28.67466763087682,0.8405426760549277
2002-09-27,28.171433889028656,28.99863806131079,28.171433889028656,28.6082706451416,206288,0.0,0.0,2002,9,3,27,Friday,0.01216694475045843,0.9691430851009178,-0.5135829545038035,-0.20163574981251664,37.67195413871395,28.264379501342773,27.82754898071289,28.503382819039484,0.6776596756027518
2002-09-30,28.171443101716743,28.608280000685063,26.97246112629841,27.56730461120605,202232,0.0,0.0,2002,9,3,30,Monday,-0.036386891289157064,0.9338789810197125,-0.5973495996604434,-0.280778519782102,33.04052084520657,28.6082706451416,28.264379501342773,28.219238553728378,0.571219079987935
2002-10-01,27.697426299946592,28.069203834174065,26.860926847934785,27.334943771362305,240192,0.0,0.0,2002,10,4,1,Tuesday,-0.008428855962555493,0.9260074496022392,-0.6747072422104701,-0.35956426426777566,25.556697243645218,27.56730461120605,28.6082706451416,27.97094644818987,0.5130453050828483
2002-10-02,27.33494377136231,27.33494377136231,27.33494377136231,27.334943771362305,0,0.0,0.0,2002,10,4,2,Wednesday,0.0,0.9260074496022392,-0.7276261103939916,-0.4331766334930188,24.043063669091737,27.334943771362305,27.56730461120605,27.793022973196848,0.4814477254642945
2002-10-03,27.697424907558013,29.55631248524647,27.697424907558013,28.069202423095703,673264,0.0,0.0,2002,10,4,3,Thursday,0.026861538764263004,0.9508814346057262,-0.7022213869192271,-0.48698558417826054,34.1880352588348,27.334943771362305,27.334943771362305,27.85808481488909,0.48395307339906246
2002-10-04,28.440985744701603,28.52463513548667,27.60448616397509,27.892614364624023,258296,0.0,0.0,2002,10,4,4,Friday,-0.006291167658058594,0.9448992800776863,-0.6884016750501907,-0.5272688023526466,36.17572532405498,28.069202423095703,27.334943771362305,27.867379869733536,0.48389367458814775
2002-10-07,28.078498174369155,28.255091931654512,27.53012689166729,27.77178001403809,110976,0.0,0.0,2002,10,4,7,Monday,-0.004332127100254435,0.9408058562994509,-0.6793684395864332,-0.557688729799404,26.839808892866188,27.892614364624023,28.069202423095703,27.797008514404297,0.45125459576487587
2002-10-08,27.855426172403494,28.79416195090861,27.69741962386712,28.52462387084961,227352,0.0,0.0,2002,10,4,8,Tuesday,0.02710823204097723,0.9663094397575267,-0.6044931076730364,-0.5670496053741305,39.73205465178739,27.77178001403809,27.892614364624023,27.785058975219727,0.42662680470427405
2002-10-09,28.62685221340184,29.08227884041882,27.55799247166768,27.79964828491211,277040,0.0,0.0,2002,10,4,9,Wednesday,-0.02541578073807238,0.9417499309115198,-0.5967740982695418,-0.5729945039532128,36.9293209001379,28.52462387084961,27.77178001403809,27.818250928606307,0.41576165597532183
2002-10-10,28.626871278504098,28.626871278504098,27.242000475500348,27.82754898071289,173224,0.0,0.0,2002,10,4,10,Thursday,0.0010036348487159064,0.9426951039609585,-0.5816999003736463,-0.5747355832372996,40.059463368220705,27.79964828491211,28.52462387084961,27.888623101370676,0.35799941203599156
2002-10-11,28.60827254414999,28.952167806766536,28.338734470539677,28.4130916595459,192536,0.0,0.0,2002,10,4,11,Friday,0.021041834451134944,0.9625311382764004,-0.5165506153873487,-0.5630985896673094,48.68408341268852,27.82754898071289,27.79964828491211,28.042644228254044,0.3086071908482778
2002-10-14,28.94287229743744,28.99863947910768,27.93907437311993,28.2086124420166,152744,0.0,0.0,2002,10,4,14,Monday,-0.0071966549779034494,0.9556041337687364,-0.47593284404273106,-0.5456654405423937,55.31560516143901,28.4130916595459,27.82754898071289,28.062559945242747,0.3150381059606541
2002-10-15,28.2086124420166,28.2086124420166,28.2086124420166,28.2086124420166,0,0.0,0.0,2002,10,4,15,Tuesday,0.0,0.9556041337687364,-0.4386860677010205,-0.5242695659741191,53.540513517737935,28.2086124420166,28.4130916595459,28.1077025277274,0.3092137640888604
2002-10-16,31.805560066616007,31.805560066616007,28.087785790515323,28.264379501342773,247760,0.0,0.0,2002,10,4,16,Wednesday,0.001976951522901116,0.9574933168162811,-0.4000561946927341,-0.49942689171784216,50.0,28.2086124420166,28.2086124420166,28.17807388305664,0.2740795981443492
2002-10-17,28.44097321217022,28.44097321217022,27.90189707671029,28.264379501342773,144512,0.0,0.0,2002,10,4,17,Thursday,0.0,0.9574933168162811,-0.36523157971823395,-0.47258782931792054,46.30742095786112,28.264379501342773,28.2086124420166,28.140896115984237,0.2339495023400093
2002-10-18,28.81275023431209,29.686426609613587,28.468854984037588,28.85922241210937,512312,0.0,0.0,2002,10,4,18,Friday,0.02104567378662381,0.977644408814869,-0.2863332978426669,-0.43533692302286986,65.3420063520999,28.264379501342773,28.264379501342773,28.29226384844099,0.3075579810812199
2002-10-21,29.537723657933544,30.29057372433784,29.18453613860188,29.305362701416016,646296,0.0,0.0,2002,10,4,21,Monday,0.015459193007204552,0.9927580024231525,-0.1856658083619287,-0.3854027000906816,72.26878076309066,28.85922241210937,28.264379501342773,28.50338009425572,0.4214993798421567
2002-10-22,29.55631451031035,29.55631451031035,28.06920434626958,28.245798110961918,229384,0.0,0.0,2002,10,4,22,Tuesday,-0.036155996472375995,0.956863847589618,-0.18920308953590137,-0.3461627779797256,58.30504984595098,29.305362701416016,28.85922241210937,28.47948101588658,0.432081913200668
2002-10-23,28.440980302794905,28.77558063835056,27.9019040329378,28.11567497253418,153320,0.0,0.0,2002,10,4,23,Wednesday,-0.004606814008814908,0.9524557538120135,-0.2001984964893957,-0.31696992168165966,50.47619196526467,28.245798110961918,29.305362701416016,28.466204234531947,0.4430800944709473
2002-10-24,28.422387167448555,28.515331537304743,27.43717911612258,27.62306785583496,168744,0.0,0.0,2002,10,4,24,Thursday,-0.017520728816947884,0.9357680348393316,-0.24582796142908236,-0.3027415296311442,47.406022462538566,28.11567497253418,28.245798110961918,28.38255500793457,0.5436703796782473
2002-10-25,27.139754019519295,27.576593660572605,26.972455300549058,27.05610466003418,172296,0.0,0.0,2002,10,4,25,Friday,-0.020524990155321166,0.91656140513659,-0.3240039172556308,-0.3069940071560415,43.6573287417906,27.62306785583496,28.11567497253418,28.209944316319056,0.742788530864595
2002-10-28,26.860915613040497,27.139748647085906,26.433371060216952,26.656436920166016,134504,0.0,0.0,2002,10,4,28,Monday,-0.014771813788055477,0.9030221307345938,-0.4134428599895017,-0.3282837777227336,32.337517888468284,27.05610466003418,27.62306785583496,27.980238233293807,0.944411338523099
2002-10-29,26.58209764211877,27.10258683456673,26.433386039071088,26.888813018798828,143024,0.0,0.0,2002,10,4,29,Tuesday,0.008717447846790627,0.9108941790637703,-0.4602673814998681,-0.3546804984781605,40.50416946380791,26.656436920166016,27.05610466003418,27.698751177106583,0.9323293168731296
2002-10-30,27.13975193421481,27.836834603758,26.953863222336626,27.34423065185547,164320,0.0,0.0,2002,10,4,30,Wednesday,0.016937067201078904,0.926322054987645,-0.4553784360974866,-0.37482008600202577,45.373608694032825,26.888813018798828,26.656436920166016,27.418589455740793,0.6069703195045447
2002-10-31,27.5115368808215,27.883314406238004,27.36282530336741,27.77178001403809,118928,0.0,0.0,2002,10,4,31,Thursday,0.015635816111491563,0.9408058562994508,-0.4122520660941902,-0.3823064820204587,43.669806987024565,27.34423065185547,26.888813018798828,27.350872584751674,0.5194304896452173
2002-11-01,27.901909537105418,28.36663152915289,27.33494813951992,27.48365974426269,108792,0.0,0.0,2002,11,4,1,Friday,-0.010374569783779042,0.9310454002902842,-0.3967495234686247,-0.3851950903100919,42.96044794253437,27.77178001403809,27.34423065185547,27.260584694998606,0.40712295799491577
2002-11-04,27.88331126383445,27.88331126383445,27.474356599252303,27.688127517700195,56560,0.0,0.0,2002,11,4,4,Monday,0.0074396123129194525,0.9379720171141708,-0.3637714751149055,-0.38091036727105465,45.138932433433865,27.48365974426269,27.77178001403809,27.269878932407924,0.4173904568805572
2002-11-05,27.42789374644867,27.75319915521541,27.214119918824835,27.39071655273437,70288,0.0,0.0,2002,11,4,5,Tuesday,-0.010741461833260413,0.9278968264916726,-0.3575135201898654,-0.37623099785481684,42.192817305335595,27.688127517700195,27.48365974426269,27.317680631365096,0.40787989142324893
2002-11-06,27.39071655273437,27.39071655273437,27.39071655273437,27.39071655273437,0,0.0,0.0,2002,11,4,6,Wednesday,0.0,0.9278968264916726,-0.34853633590169864,-0.3706920654641932,42.192817305335595,27.39071655273437,27.688127517700195,27.422577721732,0.285558878401186
2002-11-07,27.88329723057488,29.37040641620554,27.88329723057488,28.23648452758789,204880,0.0,0.0,2002,11,4,7,Thursday,0.030877906141125955,0.9565483376087311,-0.27006233499358245,-0.35056611937007104,44.67397262061681,27.39071655273437,27.39071655273437,27.61510222298758,0.3181569276414967
2002-11-08,27.69742810426645,28.05991065646428,27.530129337540583,27.743900299072266,77664,0.0,0.0,2002,11,4,8,Friday,-0.01744495594111073,0.9398613940036041,-0.24479669057400955,-0.32941223361085875,36.75069511204337,28.23648452758789,27.39071655273437,27.672197886875693,0.29657520579369
2002-11-11,27.883307787836817,27.883307787836817,27.269874449217056,27.32564163208008,66568,0.0,0.0,2002,11,4,11,Monday,-0.015075698170893825,0.9256923273051303,-0.255577327890542,-0.3146452524667954,41.238798039082546,27.743900299072266,28.23648452758789,27.608463832310267,0.3187191935068015
2002-11-12,27.139754009730925,27.883308914107115,27.139754009730925,27.465059280395508,106864,0.0,0.0,2002,11,4,12,Tuesday,0.00510208141468671,0.9304152849239918,-0.249989498254223,-0.301714101624281,43.81615576666908,27.32564163208008,27.743900299072266,27.605806623186385,0.3200080534538534
2002-11-13,27.604485560602704,27.67883994268912,27.08399637668424,27.23270797729492,106264,0.0,0.0,2002,11,4,13,Wednesday,-0.008459887187152071,0.9225440765763329,-0.2612978325670774,-0.29363084781284027,46.09667667954034,27.465059280395508,27.32564163208008,27.54074668884277,0.3457424933258088
2002-11-14,27.66024602725824,28.18073508438383,27.241996347924,27.60447883605957,211856,0.0,0.0,2002,11,4,14,Thursday,0.01365163020418736,0.9351383071568165,-0.2375229509726502,-0.2824092684448023,55.706096325628494,27.23270797729492,27.465059280395508,27.57128415788923,0.3396695001234513
2002-11-15,28.21791175570169,28.37591548539509,27.88331145100224,28.19932174682617,154144,0.0,0.0,2002,11,4,15,Friday,0.021548782510958153,0.9552893991554042,-0.16873723660278372,-0.2596748620763986,65.42781246376272,27.60447883605957,27.23270797729492,27.68679918561663,0.40014012494687484
2002-11-18,28.440975556365817,28.803458010875257,28.13426028788173,28.48744773864746,217672,0.0,0.0,2002,11,4,18,Monday,0.010217479498552784,0.9650500490064594,-0.08993795406967564,-0.22572748047505403,65.80901561577528,28.19932174682617,27.60447883605957,27.722651072910853,0.4637814397409977
2002-11-19,28.48744773864746,28.48744773864746,28.48744773864746,28.48744773864746,0,0.0,0.0,2002,11,4,19,Tuesday,0.0,0.9650500490064594,-0.02717569050020785,-0.1860171224800848,62.424468559227996,28.48744773864746,28.19932174682617,27.82887213570731,0.5471199372056513
2002-11-20,28.44098033283824,29.649257275082995,28.44098033283824,29.42619132995605,406128,0.0,0.0,2002,11,4,20,Wednesday,0.032952885071379834,0.9968512323594988,0.09719224625262513,-0.12937524873354284,66.18208058839846,28.48744773864746,28.48744773864746,28.128950663975306,0.7598134815827708
2002-11-21,29.974563717842106,33.255499325096025,29.974563717842106,31.97286796569824,2664024,0.0,0.0,2002,11,4,21,Thursday,0.08654455505934444,1.0831232787244107,0.3966776007335362,-0.02416467884012702,80.4542285614025,29.42619132995605,28.48744773864746,28.77292333330427,1.575644948487458
2002-11-22,30.77389422121292,33.59010866414875,30.77389422121292,31.48027229309082,1184016,0.0,0.0,2002,11,4,22,Friday,-0.015406677722370588,1.0664359474355063,0.587501199725871,0.0981684968730726,74.75760120579267,31.97286796569824,29.42619132995605,29.379718235560826,1.69686066485057
2002-11-25,31.786970497237935,32.12157075396989,31.043415631805477,31.424488067626957,428920,0.0,0.0,2002,11,4,25,Monday,-0.0017720375778359498,1.0645461828622955,0.7258616744010844,0.22370713237867496,77.19303749779492,31.48027229309082,31.97286796569824,29.92543384007045,1.64423167411873
2002-11-26,31.694036247000792,32.307469773907684,31.06201554439225,31.238609313964844,367496,0.0,0.0,2002,11,4,26,Tuesday,-0.005915092499266583,1.0582492937209238,0.8111638930208578,0.34119848450711154,75.30576589992718,31.424488067626957,31.48027229309082,30.35961777823312,1.5081082968814574
2002-11-27,31.786966062968983,31.786966062968983,30.40209588657719,30.578689575195312,301128,0.0,0.0,2002,11,4,27,Wednesday,-0.02112513179242337,1.0358936379218304,0.8161089125730143,0.4361805701202921,65.78954271157518,31.238609313964844,31.424488067626957,30.65836661202567,1.262574060269425
2002-11-28,30.87611926202541,32.51193782082028,30.866824258215612,31.82415008544922,447680,0.0,0.0,2002,11,4,28,Thursday,0.04072968879818162,1.0780852634224027,0.9100358043498247,0.5309516169661986,74.97145920171681,30.578689575195312,31.238609313964844,31.135038375854492,0.8775163915930841
2002-11-29,31.82415008544922,31.82415008544922,31.82415008544922,31.82415008544922,0,0.0,0.0,2002,11,4,29,Friday,0.0,1.0780852634224027,0.973254471076956,0.6194121877883502,79.01676503314178,31.82415008544922,30.578689575195312,31.477603912353516,0.4749506640227556
2002-12-02,33.367028057656405,36.43419219666104,33.069604945966006,35.23521041870117,1388680,0.0,0.0,2002,12,4,2,Monday,0.10718464826533025,1.1936394531823689,1.2838009234892311,0.7522899349285264,85.24450122912023,31.82415008544922,31.82415008544922,31.943652834211075,1.5114770805734208
2002-12-03,36.06242988304488,38.98088369289025,34.779798202192275,37.25211715698242,4082608,0.0,0.0,2002,12,4,3,Tuesday,0.05724122871168591,1.2619648421212726,1.673369183863283,0.9365057847154777,89.11458567574067,35.23521041870117,31.82415008544922,32.768202100481304,2.4803655403754625
2002-12-04,36.60148855101149,38.06071616619492,35.51404121955373,36.00664520263672,2594928,0.0,0.0,2002,12,4,4,Wednesday,-0.03343358846148847,1.2197728289369227,1.8601628594921564,1.1212371996708135,80.70637941098525,37.25211715698242,35.23521041870117,33.422795976911274,2.6644503374893707
2002-12-05,35.783588350767744,38.00495859278763,35.783588350767744,36.917510986328125,1720264,0.0,0.0,2002,12,4,5,Thursday,0.025297157748667587,1.2506296146080786,2.057974401666886,1.308584640070028,81.14197360955242,36.00664520263672,37.25211715698242,34.23406764439174,2.751696543193487
2002-12-06,37.54953202762125,38.42320869067938,36.908216330080585,37.88413238525391,1139968,0.0,0.0,2002,12,4,6,Friday,0.026183276529226474,1.283375195643002,2.2666116542631976,1.500190042908662,82.01381178598635,36.917510986328125,36.00664520263672,35.27770233154297,2.5089165476052346
2002-12-09,37.73541076896117,38.4603756540857,35.70922482283798,36.06241226196289,975768,0.0,0.0,2002,12,4,9,Monday,-0.04808662647372952,1.2216620119844674,2.258921153963435,1.6519362651196168,72.95763050767154,37.88413238525391,36.917510986328125,35.88316835675921,1.9954363040718108
2002-12-10,35.411821392353566,37.549542893729246,35.15157817023971,36.8896369934082,837808,0.0,0.0,2002,12,4,10,Tuesday,0.02293869654187919,1.2496853461541206,2.293142579268789,1.7801775279494512,72.7735892607694,36.06241226196289,37.88413238525391,36.60680934361049,0.890912650639657
2002-12-11,37.92130018979496,40.14266990323331,37.73541146337439,38.62767791748047,3286400,0.0,0.0,2002,12,4,11,Wednesday,0.04711461173724296,1.3085637860318942,2.432468697547769,1.910635761869115,71.36025746153204,36.8896369934082,36.06241226196289,37.09144755772182,0.9417058014070728
2002-12-12,38.66485056729192,40.151960204495445,38.66485056729192,38.94368362426758,2568024,0.0,0.0,2002,12,4,12,Thursday,0.0081808103366241,1.319268898178796,2.539115328677589,2.0363316752308096,74.23034305735595,38.62767791748047,36.8896369934082,37.33309991019113,1.1773594472611935
2002-12-13,39.40841128844239,39.91031029888516,38.86933509878848,39.1016960144043,1112288,0.0,0.0,2002,12,4,13,Friday,0.004057458756630217,1.3246217773220614,2.60633957132665,2.150333254449978,74.76009259687581,38.94368362426758,38.62767791748047,37.77525002615793,1.1773575371447755
2002-12-16,39.594304753715335,39.91031506943875,37.19634095250186,37.41940689086914,1231456,0.0,0.0,2002,12,4,16,Monday,-0.04302343107867834,1.2676320035801294,2.4951065598856275,2.219287915537108,68.17924473048865,39.1016960144043,38.94368362426758,37.846949441092356,1.1307775389380008
2002-12-17,38.125786514308,38.125786514308,36.35984326171188,36.73162078857422,855656,0.0,0.0,2002,12,4,17,Tuesday,-0.018380465096648813,1.2443323377829298,2.3246577984893833,2.240361892127563,68.06766572991418,37.41940689086914,39.1016960144043,37.682304927280974,1.2058722828789523
2002-12-18,37.14056032280989,37.71681355208987,36.1367597086367,36.38771057128906,618096,0.0,0.0,2002,12,4,18,Wednesday,-0.009362783615367576,1.232681923358664,2.1371890615608606,2.2197273260142225,64.14977176986226,36.73162078857422,37.41940689086914,37.728776114327566,1.1373634039985003
2002-12-19,37.12197356205792,40.4307930552458,36.71301898120021,39.46417236328125,3770256,0.0,0.0,2002,12,4,19,Thursday,0.08454672590530055,1.3369011440612875,2.2113721706041503,2.2180562949322082,69.89342816979975,36.38771057128906,36.73162078857422,38.09656688145229,1.2330266565434431
2002-12-20,39.96607966962601,40.85834620163067,39.036635956378895,39.78948593139648,2952072,0.0,0.0,2002,12,4,20,Friday,0.00824326341169912,1.3479215723471865,2.270242957532119,2.2284936274521905,64.12911804790573,39.46417236328125,36.38771057128906,38.262539454868865,1.385231396173433
2002-12-23,39.9660812524432,39.97537625723121,38.107193752329565,38.376731872558594,1277744,0.0,0.0,2002,12,4,23,Monday,-0.0355057127723063,1.3000626561598319,2.1777967493486443,2.218354251831481,53.6248712960497,39.78948593139648,39.46417236328125,38.18154634748186,1.3550128824916594
2002-12-24,38.47896840859168,40.1519670350522,38.33955185638664,39.95678329467773,1729840,0.0,0.0,2002,12,4,24,Tuesday,0.041172120319316496,1.3535889922618947,2.2065931754782255,2.2160020365608304,62.463317342330456,38.376731872558594,39.78948593139648,38.30370167323521,1.4841774834451027
2002-12-25,39.95678329467773,39.95678329467773,39.95678329467773,39.95678329467773,0,0.0,0.0,2002,12,4,25,Wednesday,0.0,1.3535889922618947,2.2040081170272927,2.213603252654123,60.17418763135518,39.95678329467773,38.376731872558594,38.66618401663644,1.5409761113376768
2002-12-26,40.26350529731472,41.60190376036764,39.59430464756961,41.0907096862793,2894448,0.0,0.0,2002,12,4,26,Thursday,0.028378820768402813,1.392002251667378,2.2673215512800837,2.224346912379315,60.615347545810586,39.95678329467773,39.95678329467773,39.28891100202288,1.5093548183118772
2002-12-27,41.37883824677445,41.54613699270707,39.99396474453436,40.1612663269043,956984,0.0,0.0,2002,12,4,27,Friday,-0.022619306565185737,1.3605161259974847,2.2169440417413284,2.2228663382517175,64.42119018002431,41.0907096862793,39.95678329467773,39.8279903956822,0.8143203229534405
2002-12-30,40.15197166110538,42.921713016115945,39.23182287782585,42.494171142578125,4253744,0.0,0.0,2002,12,4,30,Monday,0.05808842770754463,1.4395463686274383,2.3383108324784914,2.2459552370970726,67.82964259769992,40.1612663269043,41.0907096862793,40.26084736415318,1.267760864581807
2002-12-31,42.77301311169352,45.42192845577843,41.639090321053935,44.69696044921875,9998480,0.0,0.0,2002,12,4,31,Tuesday,0.05183744611113217,1.5141687759356393,2.5824724413353124,2.3132586779447206,68.75359801523933,42.494171142578125,40.1612663269043,40.9619151524135,2.0680002843180563
2003-01-01,44.60399352602842,46.081808141245226,44.60399352602842,45.421905517578125,6027072,0.0,0.0,2003,1,1,1,Wednesday,0.016219113359688064,1.5387272509582395,2.80216763958132,2.4110404702720407,69.52378674965047,44.69696044921875,42.494171142578125,41.96836853027344,2.3013566183854013
2003-01-02,45.7472170860293,46.78819226075451,43.06112269782852,43.34925079345703,5325328,0.0,0.0,2003,1,1,2,Thursday,-0.04563117069844158,1.4685133251114202,2.777019994806203,2.4842363751788734,61.47663333700953,45.421905517578125,44.69696044921875,42.453006744384766,2.1600036645257146
2003-01-03,44.61331526971986,45.39404771965232,43.49798238797687,43.87905502319336,4198040,0.0,0.0,2003,1,1,3,Friday,0.01222176208443937,1.4864611455887609,2.7679340578837923,2.5409759117198574,68.61275582457192,43.34925079345703,45.421905517578125,43.013331277029856,1.8972977316008017
2003-01-06,44.557537918935374,44.75272169611248,42.289695476077206,42.577823638916016,4121520,0.0,0.0,2003,1,1,6,Monday,-0.0296549545925624,1.442380207812718,2.625470104479348,2.557874750271756,66.27001256335558,43.87905502319336,43.34925079345703,43.225776127406526,1.721225121558268
2003-01-07,43.126206499139,43.49798414137295,41.68556813548241,42.085227966308594,2650800,0.0,0.0,2003,1,1,7,Tuesday,-0.011569301352387318,1.4256928765238135,2.4446377784475857,2.5352273559069216,65.72607358720461,42.577823638916016,43.87905502319336,43.50062779017857,1.2353488879131451
2003-01-08,42.642874374138266,43.981275525862976,42.32686409415098,43.59090805053711,2648456,0.0,0.0,2003,1,1,8,Wednesday,0.03577692594261084,1.4766997849841137,2.3952121419401067,2.5072243131135585,62.47193006120683,42.085227966308594,42.577823638916016,43.65730449131557,1.1532478535543702
2003-01-09,43.86974774348094,44.72483718153053,43.4607930351936,44.01845932006836,2630400,0.0,0.0,2003,1,1,9,Thursday,0.00980826710550664,1.4911836509098821,2.3632991417679037,2.4784392788444274,62.70241829478229,43.59090805053711,42.085227966308594,43.5603757585798,1.0773165516911363
2003-01-10,44.61330090022736,44.61330090022736,41.09070958393436,41.32307052612305,1702816,0.0,0.0,2003,1,1,10,Friday,-0.061233147083738615,1.3998737830848509,2.09634712511577,2.402020848098696,58.2166996349552,44.01845932006836,43.59090805053711,42.974827902657644,1.0086164892070966
